input1,input2,true_output,fortran_pred,fortran_uncertainty,tensorflow_pred
  1.293274,  1.293274,496.202457,497.811314,  0.002451,497.814033
  1.172621,  1.172621,545.700432,546.199733,  0.002298,546.197746
 -0.873626, -0.873626,274.018220,274.454201,  0.001067,274.437723
  0.389764,  0.389764,395.750501,395.281426,  0.001128,395.279201
 -1.167631, -1.167631,358.979366,357.983372,  0.001778,358.000652
  0.155392,  0.155392,390.884847,390.997205,  0.001259,391.007414
  1.289114,  1.289114,497.439580,499.243017,  0.002461,499.252308
  0.624829,  0.624829,524.878214,524.870980,  0.001552,524.857990
  0.472279,  0.472279,432.566340,432.979019,  0.001211,432.967493
  1.737055,  1.737055,597.715959,586.248975,  0.012152,586.226334
  1.461079,  1.461079,475.997975,476.724183,  0.001912,476.706769
 -1.478971, -1.478971,418.848475,416.618160,  0.002324,416.612303
 -0.094929, -0.094929,493.876188,493.924942,  0.002133,493.928885
 -1.699475, -1.699475,316.644173,316.784489,  0.006691,316.769688
 -0.744652, -0.744652,303.630782,304.243687,  0.001793,304.244441
 -0.771001, -0.771001,293.738851,294.238203,  0.001900,294.242533
 -1.625280, -1.625280,360.640382,356.381710,  0.005554,356.372402
  0.272578,  0.272578,373.787639,374.494552,  0.000726,374.503664
 -1.568420, -1.568420,389.132824,386.724764,  0.005089,386.741779
  1.314076,  1.314076,489.808365,490.615820,  0.002481,490.609991
  1.499910,  1.499910,482.754683,477.043625,  0.001970,477.051250
  1.278713,  1.278713,501.172231,502.845437,  0.002420,502.852629
 -0.578927, -0.578927,394.631892,394.077276,  0.002030,394.074235
 -0.334154, -0.334154,516.498667,515.090446,  0.002401,515.099872
 -1.060152, -1.060152,311.602660,310.404318,  0.001572,310.426979
  0.894565,  0.894565,626.118788,625.560173,  0.001143,625.567397
  0.913980,  0.913980,626.071321,624.862868,  0.001034,624.851901
 -0.658669, -0.658669,346.324205,346.505823,  0.001683,346.505222
  1.192037,  1.192037,536.707442,538.134744,  0.002314,538.138628
 -0.060952, -0.060952,480.171991,479.209418,  0.001960,479.214069
 -1.640535, -1.640535,352.159361,348.240364,  0.005713,348.267047
  0.658112,  0.658112,545.064757,545.266359,  0.001581,545.262997
  0.002149,  0.002149,452.374911,451.886234,  0.001692,451.900185
 -1.285510, -1.285510,406.043627,405.035269,  0.001550,405.038725
 -0.077593, -0.077593,487.241097,486.415652,  0.002039,486.414514
 -1.407550, -1.407550,426.135238,426.200974,  0.001311,426.193886
  0.380056,  0.380056,392.585873,392.820179,  0.001131,392.806376
 -0.456194, -0.456194,468.125992,468.303800,  0.002041,468.304961
  0.339145,  0.339145,381.358580,382.458963,  0.001125,382.451738
 -1.703635, -1.703635,314.062013,314.570962,  0.006785,314.583036
  0.183821,  0.183821,383.381100,382.851552,  0.000965,382.848289
  0.264950,  0.264950,373.699565,374.486950,  0.000728,374.488045
 -1.119092, -1.119092,336.828736,336.495184,  0.001677,336.502163
 -1.468570, -1.468570,420.801161,418.800578,  0.002316,418.816071
 -0.162883, -0.162883,515.167691,515.311028,  0.002370,515.325219
 -0.128906, -0.128906,505.842221,508.639582,  0.002334,508.648398
  1.367469,  1.367469,477.752103,475.959874,  0.001779,475.955473
 -0.164963, -0.164963,515.765971,515.594739,  0.002382,515.605714
  1.284260,  1.284260,499.116368,500.928664,  0.002415,500.945564
 -1.599624, -1.599624,374.323453,370.066256,  0.005267,370.099483
  1.114375,  1.114375,572.064989,570.385340,  0.002202,570.383526
  1.160833,  1.160833,550.816670,551.091975,  0.002260,551.086922
  0.810662,  0.810662,613.521580,613.254680,  0.001419,613.253069
 -0.032522, -0.032522,468.153787,466.899178,  0.001815,466.895976
 -0.097702, -0.097702,495.016455,495.125659,  0.002151,495.146364
  1.230174,  1.230174,520.123874,522.298374,  0.002385,522.288681
 -1.291057, -1.291057,407.756354,406.742756,  0.001563,406.758332
  0.995109,  0.995109,614.208779,619.893852,  0.001875,619.848115
 -0.897202, -0.897202,273.724206,273.786038,  0.000910,273.802138
  1.410460,  1.410460,473.881173,476.311029,  0.001843,476.309640
  0.134589,  0.134589,397.115910,397.466524,  0.001245,397.464566
  0.443156,  0.443156,417.993035,419.261640,  0.001194,419.263686
  1.429182,  1.429182,473.884197,476.461881,  0.001867,476.448671
 -0.851437, -0.851437,275.702945,275.128622,  0.001012,275.131919
 -0.499185, -0.499185,443.887416,443.364315,  0.002023,443.348045
  0.407792,  0.407792,402.639394,402.607790,  0.001167,402.610203
  0.248308,  0.248308,374.204679,374.469618,  0.000729,374.469293
 -1.444994, -1.444994,424.163151,423.744924,  0.002262,423.733154
 -0.626079, -0.626079,365.270619,364.765918,  0.001988,364.767851
 -0.735638, -0.735638,307.390629,307.666294,  0.001748,307.682635
 -0.167043, -0.167043,515.953998,515.883245,  0.002398,515.867207
  0.958358,  0.958358,622.100112,622.219731,  0.001079,622.226907
  0.727453,  0.727453,582.170662,582.229187,  0.001525,582.215202
 -0.704434, -0.704434,321.877899,321.523993,  0.001835,321.515478
  0.210171,  0.210171,378.163603,378.655513,  0.000974,378.660922
  0.090211,  0.090211,413.361585,413.747409,  0.001537,413.760852
  0.973613,  0.973613,619.320456,621.312221,  0.001103,621.319546
  1.318930,  1.318930,488.363422,488.940381,  0.002483,488.940293
  1.673955,  1.673955,558.761680,556.777499,  0.009670,556.730149
 -1.374960, -1.374960,424.758752,423.588586,  0.001268,423.589508
 -0.313352, -0.313352,520.802437,519.106767,  0.002477,519.119524
 -1.660644, -1.660644,340.429549,337.506040,  0.006055,337.516603
  0.282979,  0.282979,374.003432,374.505283,  0.000720,374.505699
 -0.067886, -0.067886,483.294031,482.213982,  0.001991,482.212805
  1.601147,  1.601147,519.217016,522.780983,  0.007126,522.843202
  0.132509,  0.132509,397.810117,398.112301,  0.001253,398.109033
  0.622055,  0.622055,523.086873,523.164389,  0.001557,523.161877
  1.522099,  1.522099,488.285185,485.859875,  0.005475,485.861052
  0.185902,  0.185902,382.902023,382.521616,  0.000964,382.523459
 -0.913843, -0.913843,274.738817,274.629120,  0.000889,274.630719
  1.603921,  1.603921,520.599651,524.070559,  0.007263,524.031896
 -0.139307, -0.139307,508.797250,512.096375,  0.002329,512.108691
  0.623442,  0.623442,524.160640,524.020813,  0.001541,524.024718
  1.699611,  1.699611,574.489858,568.777019,  0.010628,568.673932
  1.420168,  1.420168,473.861757,476.387806,  0.001857,476.364911
 -1.439447, -1.439447,424.712689,424.908127,  0.002257,424.918088
  1.316157,  1.316157,489.118737,489.896681,  0.002504,489.883819
 -0.649655, -0.649655,351.300871,351.428705,  0.001638,351.426778
  0.829384,  0.829384,618.331080,618.586034,  0.001455,618.589921
  1.207985,  1.207985,529.550670,531.510867,  0.002340,531.505598
  0.782926,  0.782926,605.145227,604.996167,  0.001591,605.010868
  0.196303,  0.196303,380.651889,380.864051,  0.000960,380.864293
  1.259991,  1.259991,507.893889,509.915855,  0.002457,509.924462
 -0.641334, -0.641334,356.268720,355.971478,  0.001627,355.971375
  0.959745,  0.959745,621.879057,622.137507,  0.001071,622.112119
  1.636511,  1.636511,537.307542,539.304652,  0.008300,539.251866
 -1.382587, -1.382587,425.341603,424.199331,  0.001275,424.203727
  1.257910,  1.257910,508.770164,510.778561,  0.002448,510.795001
  0.108933,  0.108933,406.432083,405.642325,  0.001528,405.641736
 -1.515028, -1.515028,409.193333,409.057554,  0.002390,409.044912
 -0.161496, -0.161496,514.882902,515.122975,  0.002355,515.119343
 -0.525535, -0.525535,428.035447,427.077609,  0.001999,427.089216
 -1.698781, -1.698781,317.232214,317.158164,  0.006714,317.207764
 -0.547031, -0.547031,414.794676,413.790907,  0.001996,413.786892
 -0.262733, -0.262733,526.086460,528.882805,  0.002583,528.876399
  0.242761,  0.242761,374.508057,374.464026,  0.000722,374.464769
 -1.362478, -1.362478,423.260104,422.589430,  0.001233,422.585909
 -1.627360, -1.627360,359.613436,355.274922,  0.005506,355.280670
 -1.281350, -1.281350,404.799728,403.751632,  0.001536,403.758303
  1.223240,  1.223240,522.854038,525.174560,  0.002379,525.186367
  0.660886,  0.660886,546.593458,546.839815,  0.001588,546.850490
  0.961825,  0.961825,621.376952,622.014988,  0.001085,622.019757
 -0.981797, -0.981797,285.796437,285.307825,  0.000855,285.316755
 -0.863225, -0.863225,274.637859,274.770422,  0.001044,274.768387
  0.990255,  0.990255,615.647883,620.321812,  0.001113,620.319015
  0.054848,  0.054848,428.584147,429.062178,  0.001559,429.070997
  0.450783,  0.450783,421.668213,422.854842,  0.001205,422.860786
  1.479801,  1.479801,478.612693,476.875550,  0.001939,476.902058
 -0.192006, -0.192006,521.209842,519.288166,  0.002431,519.287487
  0.210864,  0.210864,378.285312,378.546006,  0.000963,378.544335
  0.020177,  0.020177,444.139454,444.078898,  0.001636,444.067314
  1.422248,  1.422248,473.806340,476.402726,  0.001858,476.434785
  1.059596,  1.059596,594.372149,593.132552,  0.002151,593.122546
 -0.180218, -0.180218,519.122925,517.677405,  0.002403,517.700298
  1.578265,  1.578265,508.778209,512.099950,  0.006531,512.085080
 -0.870159, -0.870159,274.249477,274.559098,  0.001061,274.568690
  1.328638,  1.328638,485.905603,485.580646,  0.002533,485.578096
  1.719027,  1.719027,586.295458,577.828965,  0.011299,577.878150
 -0.343862, -0.343862,513.786828,513.215920,  0.002398,513.223197
 -1.205768, -1.205768,375.675862,374.863706,  0.001875,374.864721
 -0.997746, -0.997746,290.192106,289.586526,  0.001217,289.589430
 -0.024201, -0.024201,464.317615,463.295633,  0.001788,463.303540
 -0.761987, -0.761987,297.045252,297.656496,  0.001907,297.657898
 -0.128212, -0.128212,505.368766,508.338279,  0.002327,508.339941
 -0.740491, -0.740491,305.319713,305.826218,  0.001778,305.826778
 -0.282842, -0.282842,524.798174,524.999270,  0.002552,525.010322
  1.492976,  1.492976,480.946223,476.983136,  0.001971,476.957260
 -0.936726, -0.936726,277.045937,276.511071,  0.000834,276.508201
  0.098532,  0.098532,410.217922,410.144058,  0.001529,410.148666
 -0.882640, -0.882640,273.634491,274.178666,  0.001089,274.180172
  0.184515,  0.184515,383.244094,382.741992,  0.000958,382.746288
 -0.823007, -0.823007,280.318016,280.551004,  0.001376,280.546482
 -0.188539, -0.188539,520.523590,518.810828,  0.002420,518.812400
 -0.775855, -0.775855,292.221363,292.518709,  0.001682,292.531050
 -1.544151, -1.544151,399.242423,399.679662,  0.005049,399.645755
 -1.236278, -1.236278,388.512671,388.372719,  0.001974,388.394349
  0.831464,  0.831464,618.698619,619.180165,  0.001437,619.178988
  1.548448,  1.548448,497.033090,498.169413,  0.005877,498.143041
  1.076931,  1.076931,587.409582,585.936037,  0.002185,585.937027
 -0.246785, -0.246785,526.023116,526.763705,  0.002530,526.769918
 -0.378532, -0.378532,502.941473,503.193900,  0.002307,503.190103
  1.427795,  1.427795,473.808891,476.451267,  0.001870,476.438631
 -0.601810, -0.601810,380.290179,379.934424,  0.002102,379.936124
 -1.040737, -1.040737,304.096377,303.826405,  0.001257,303.832270
  0.855734,  0.855734,623.040129,623.866064,  0.001101,623.872573
  0.373815,  0.373815,390.613944,391.240074,  0.001122,391.236692
 -1.244599, -1.244599,391.735605,392.054818,  0.001995,392.050011
 -0.019347, -0.019347,462.237447,461.194037,  0.001760,461.198419
